ground truth; time
0; 391
0; 391
0; 391
0; 391
0; 391
0; 391
0; 391
0; 391
0; 391
0; 391
0; 391
0; 391
0; 391
0; 378
0; 374
0; 374
0; 374
0; 374
0; 374
0; 374
0; 374
0; 374
0; 374
0; 374
0; 374
0; 391
0; 380
0; 382
0; 382
0; 391
0; 391
0; 384
0; 380
0; 388
0; 384
0; 382
0; 386
0; 386
0; 391
0; 374
0; 391
0; 374
0; 374
0; 384
0; 374
0; 378
0; 374
0; 384
0; 386
0; 391
0; 391
0; 391
0; 391
0; 391
0; 391
0; 391
0; 388
0; 388
0; 391
0; 384
0; 388
0; 391
0; 391
0; 391
1; 391
0; 386
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 378
1; 391
0; 374
1; 391
0; 388
1; 391
0; 374
1; 391
0; 374
1; 391
0; 388
1; 391
0; 374
1; 391
0; 391
1; 391
0; 378
1; 391
0; 374
1; 391
0; 374
1; 391
0; 374
1; 391
0; 391
1; 391
0; 378
1; 391
0; 376
1; 391
0; 391
1; 391
0; 374
1; 391
0; 388
1; 391
0; 386
1; 391
0; 391
1; 391
0; 374
1; 391
0; 374
1; 391
0; 374
1; 391
0; 374
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 374
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 384
1; 391
0; 391
1; 391
0; 384
1; 391
0; 376
1; 391
0; 378
1; 391
0; 391
1; 391
0; 374
1; 391
0; 382
1; 391
0; 374
1; 391
0; 391
1; 391
0; 374
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 374
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 388
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 374
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 386
1; 391
0; 388
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 374
1; 391
0; 391
1; 391
0; 388
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 374
1; 391
0; 374
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 380
1; 391
0; 391
1; 391
0; 374
1; 391
0; 391
1; 391
0; 386
1; 391
0; 388
1; 391
0; 391
1; 391
0; 388
1; 391
0; 384
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 374
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 391
1; 391
0; 380
1; 391
0; 391
1; 391
0; 391
1; 391
0; 374
