ground truth; time
1; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 579
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 573
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
1; 585
0; 585
1; 585
0; 585
1; 585
1; 585
0; 585
1; 585
0; 573
1; 585
0; 562
1; 585
0; 585
0; 551
1; 585
0; 585
1; 585
0; 585
1; 585
1; 585
1; 585
1; 585
0; 585
1; 585
0; 540
1; 585
0; 540
0; 545
1; 585
0; 540
1; 585
0; 540
1; 585
0; 540
1; 585
1; 585
1; 585
1; 585
0; 585
1; 585
0; 585
1; 585
0; 540
0; 545
1; 585
0; 540
1; 585
0; 551
1; 585
1; 585
1; 585
1; 585
0; 585
1; 585
0; 585
0; 585
1; 585
0; 585
1; 585
1; 585
1; 585
1; 585
1; 585
1; 585
1; 585
1; 585
0; 585
1; 585
1; 585
1; 585
1; 585
0; 585
1; 585
1; 585
1; 585
1; 585
1; 585
1; 585
1; 585
1; 585
0; 585
1; 585
1; 585
1; 585
1; 585
0; 585
1; 585
0; 585
1; 585
1; 585
1; 585
1; 585
1; 585
1; 585
1; 585
1; 585
0; 585
1; 585
1; 585
1; 585
1; 585
0; 573
1; 585
1; 585
1; 585
1; 585
1; 585
1; 585
1; 585
1; 585
0; 585
1; 585
1; 585
1; 585
1; 585
0; 585
1; 585
0; 585
1; 585
1; 585
1; 585
1; 585
1; 585
1; 585
1; 585
1; 585
0; 585
1; 585
1; 585
1; 585
1; 585
0; 585
1; 585
0; 585
1; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
0; 585
1; 585
1; 585
1; 585
1; 585
0; 585
1; 585
0; 585
1; 585
0; 585
0; 585
1; 585
0; 585
1; 585
0; 585
1; 579
1; 585
1; 585
1; 585
0; 585
1; 585
0; 585
1; 585
0; 585
0; 585
1; 585
0; 585
1; 585
0; 585
1; 585
0; 585
1; 585
1; 585
1; 585
1; 585
0; 585
1; 585
0; 585
1; 585
0; 585
0; 585
1; 585
0; 585
1; 585
0; 585
1; 585
1; 585
1; 585
1; 585
0; 585
1; 585
1; 585
1; 585
1; 585
1; 585
2; 585
1; 585
1; 585
1; 585
1; 585
1; 585
1; 585
1; 585
1; 585
1; 585
1; 585
1; 585
1; 585
1; 585
1; 585
1; 585
1; 585
1; 585
0; 585
1; 585
0; 585
0; 585
0; 585
0; 585
1; 585
0; 585
1; 585
0; 585
1; 585
1; 585
1; 585
1; 585
0; 585
1; 585
0; 585
1; 585
0; 585
0; 585
0; 585
0; 585
2; 585
0; 585
1; 585
0; 585
1; 585
1; 585
0; 585
1; 585
0; 585
1; 585
0; 585
0; 585
0; 585
0; 585
1; 585
0; 585
1; 585
0; 540
1; 585
1; 585
1; 585
1; 585
0; 585
1; 585
0; 585
1; 585
0; 585
0; 585
0; 585
0; 585
1; 585
0; 585
1; 585
1; 585
0; 585
0; 585
1; 585
0; 585
1; 585
0; 585
1; 585
0; 585
1; 585
1; 585
1; 585
1; 585
0; 579
1; 585
0; 585
1; 585
0; 585
0; 585
1; 585
0; 585
1; 585
0; 585
1; 585
1; 585
1; 585
1; 585
0; 585
1; 585
0; 585
1; 585
0; 585
0; 585
1; 585
0; 585
1; 585
0; 585
1; 585
0; 585
1; 585
1; 585
1; 585
1; 585
0; 573
1; 585
0; 585
1; 585
0; 585
0; 585
1; 585
0; 585
1; 585
0; 585
1; 585
1; 585
1; 585
1; 585
0; 585
1; 585
0; 585
1; 585
0; 585
0; 585
1; 585
0; 585
1; 585
0; 585
1; 585
0; 585
1; 585
1; 585
1; 585
1; 585
0; 585
1; 585
0; 585
1; 585
0; 585
0; 585
1; 585
0; 585
1; 585
0; 585
1; 585
1; 585
1; 585
1; 585
0; 585
1; 585
0; 585
1; 585
0; 585
0; 585
1; 585
0; 585
1; 585
0; 585
1; 585
0; 585
1; 585
1; 585
1; 585
1; 585
0; 585
1; 585
0; 585
1; 585
0; 585
0; 585
1; 585
0; 585
1; 585
0; 585
1; 585
1; 585
1; 585
1; 585
0; 585
1; 585
0; 585
1; 585
0; 585
0; 585
1; 585
0; 585
1; 585
0; 585
1; 585
1; 585
1; 585
1; 585
0; 585
1; 585
1; 585
1; 585
1; 585
0; 585
1; 585
1; 585
1; 585
1; 585
